Far field
"Plane Wave Theta"[deg]	"FarField2 [dBsm]"	
2.00000000E+1	-6.49105307E+0	
2.05000000E+1	-6.29903875E+0	
2.10000000E+1	-6.67749570E+0	
2.15000000E+1	-7.63699029E+0	
2.20000000E+1	-9.27763500E+0	
2.25000000E+1	-1.18630743E+1	
2.30000000E+1	-1.61242049E+1	
2.35000000E+1	-2.54239530E+1	
2.40000000E+1	-2.66696905E+1	
2.45000000E+1	-1.72162817E+1	
2.50000000E+1	-1.33241336E+1	
2.55000000E+1	-1.11718599E+1	
2.60000000E+1	-9.97206273E+0	
2.65000000E+1	-9.43886968E+0	
2.70000000E+1	-9.45407572E+0	
2.75000000E+1	-9.98329516E+0	
2.80000000E+1	-1.10569995E+1	
2.85000000E+1	-1.27883740E+1	
2.90000000E+1	-1.54543854E+1	
2.95000000E+1	-1.98164621E+1	
3.00000000E+1	-2.94782925E+1	
3.05000000E+1	-2.96249115E+1	
3.10000000E+1	-2.05222873E+1	
3.15000000E+1	-1.66584822E+1	
3.20000000E+1	-1.44702940E+1	
3.25000000E+1	-1.31947181E+1	
3.30000000E+1	-1.25474148E+1	
3.35000000E+1	-1.24032757E+1	
3.40000000E+1	-1.27127465E+1	
3.45000000E+1	-1.34771180E+1	
3.50000000E+1	-1.47497113E+1	
3.55000000E+1	-1.66643755E+1	
3.60000000E+1	-1.95308584E+1	
3.65000000E+1	-2.42136034E+1	
3.70000000E+1	-3.53132918E+1	
3.75000000E+1	-3.18524927E+1	
3.80000000E+1	-2.37878430E+1	
3.85000000E+1	-2.01218050E+1	
3.90000000E+1	-1.79781452E+1	
3.95000000E+1	-1.66737266E+1	
4.00000000E+1	-1.59419093E+1	
4.05000000E+1	-1.56579109E+1	
4.10000000E+1	-1.57624835E+1	
4.15000000E+1	-1.62358155E+1	
4.20000000E+1	-1.70904264E+1	
4.25000000E+1	-1.83764371E+1	
4.30000000E+1	-2.02040909E+1	
4.35000000E+1	-2.28093204E+1	
4.40000000E+1	-2.67797989E+1	
4.45000000E+1	-3.43480021E+1	
4.50000000E+1	-4.36927090E+1	
4.55000000E+1	-3.03506620E+1	
4.60000000E+1	-2.57479593E+1	
4.65000000E+1	-2.31454717E+1	
4.70000000E+1	-2.15103316E+1	
4.75000000E+1	-2.04797075E+1	
4.80000000E+1	-1.98862919E+1	
4.85000000E+1	-1.96426739E+1	
4.90000000E+1	-1.97018841E+1	
4.95000000E+1	-2.00416467E+1	
5.00000000E+1	-2.06582900E+1	
5.05000000E+1	-2.15660960E+1	
5.10000000E+1	-2.28016937E+1	
5.15000000E+1	-2.44364385E+1	
5.20000000E+1	-2.66070014E+1	
5.25000000E+1	-2.96002461E+1	
