Far field
"Plane Wave Theta"[deg]	"FarField1 [dBsm]"	
5.80000000E+1	-9.79711775E+0	
5.85000000E+1	-9.79189652E+0	
5.90000000E+1	-9.97133702E+0	
5.95000000E+1	-1.03239491E+1	
6.00000000E+1	-1.08448004E+1	
6.05000000E+1	-1.15348628E+1	
6.10000000E+1	-1.24012466E+1	
6.15000000E+1	-1.34583921E+1	
6.20000000E+1	-1.47306202E+1	
6.25000000E+1	-1.62570187E+1	
6.30000000E+1	-1.81008900E+1	
6.35000000E+1	-2.03690756E+1	
6.40000000E+1	-2.32545245E+1	
6.45000000E+1	-2.71307692E+1	
6.50000000E+1	-3.25378987E+1	
6.55000000E+1	-3.53893772E+1	
6.60000000E+1	-3.08736498E+1	
6.65000000E+1	-2.73383838E+1	
6.70000000E+1	-2.50717944E+1	
6.75000000E+1	-2.35682145E+1	
6.80000000E+1	-2.25611980E+1	
6.85000000E+1	-2.19077675E+1	
6.90000000E+1	-2.15247410E+1	
6.95000000E+1	-2.13605191E+1	
7.00000000E+1	-2.13817135E+1	
7.05000000E+1	-2.15663018E+1	
7.10000000E+1	-2.18999105E+1	
7.15000000E+1	-2.23737334E+1	
7.20000000E+1	-2.29833876E+1	
7.25000000E+1	-2.37283726E+1	
7.30000000E+1	-2.46119876E+1	
7.35000000E+1	-2.56416803E+1	
7.40000000E+1	-2.68299062E+1	
7.45000000E+1	-2.81957121E+1	
7.50000000E+1	-2.97674819E+1	
7.55000000E+1	-3.15876920E+1	
7.60000000E+1	-3.37212856E+1	
7.65000000E+1	-3.62702872E+1	
7.70000000E+1	-3.93945332E+1	
7.75000000E+1	-4.32835504E+1	
7.80000000E+1	-4.74409576E+1	
7.85000000E+1	-4.81059513E+1	
7.90000000E+1	-4.54635459E+1	
7.95000000E+1	-4.31669648E+1	
8.00000000E+1	-4.16430912E+1	
8.05000000E+1	-4.07053277E+1	
8.10000000E+1	-4.02027745E+1	
8.15000000E+1	-4.00422495E+1	
8.20000000E+1	-4.01677837E+1	
8.25000000E+1	-4.05465830E+1	
8.30000000E+1	-4.11611756E+1	
8.35000000E+1	-4.20051775E+1	
8.40000000E+1	-4.30811464E+1	
8.45000000E+1	-4.43997582E+1	
8.50000000E+1	-4.59799779E+1	
8.55000000E+1	-4.78501953E+1	
8.60000000E+1	-5.00505862E+1	
8.65000000E+1	-5.26374327E+1	
8.70000000E+1	-5.56911542E+1	
8.75000000E+1	-5.93324032E+1	
8.80000000E+1	-6.37580626E+1	
8.85000000E+1	-6.93331977E+1	
8.90000000E+1	-7.68657616E+1	
8.95000000E+1	-8.85608245E+1	
9.00000000E+1	-1.00000000E+3	
